path,status,owner,reviewed_at,notes
apps/android/app/src/main/java/ai/openclaw/android/node/A2UIHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/AppUpdateHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/CameraCaptureManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/CameraHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/CanvasController.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/ConnectionManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/DebugHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/GatewayEventHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/InvokeDispatcher.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/JpegSizeLimiter.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/LocationCaptureManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/LocationHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/NodeUtils.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/ScreenHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/ScreenRecordManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/SmsHandler.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/node/SmsManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/protocol/OpenClawCanvasA2UIAction.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/protocol/OpenClawProtocolConstants.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/tools/ToolDisplay.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/CameraHudOverlay.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/ChatSheet.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/OpenClawTheme.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/RootScreen.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/SettingsSheet.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/StatusPill.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/TalkOrbOverlay.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/ChatComposer.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/ChatMarkdown.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/ChatMessageListCard.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/ChatMessageViews.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/ChatSessionsDialog.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/ChatSheetContent.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/ui/chat/SessionFilters.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/voice/StreamingMediaDataSource.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/voice/TalkDirectiveParser.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/voice/TalkModeManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/voice/VoiceWakeCommandExtractor.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/java/ai/openclaw/android/voice/VoiceWakeManager.kt,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/res/mipmap-anydpi/ic_launcher.xml,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/res/mipmap-anydpi/ic_launcher_round.xml,done,round7-subagents,2026-02-17,round7:chunk_006_apps_android_p01
apps/android/app/src/main/res/mipmap-hdpi/ic_launcher.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-mdpi/ic_launcher.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png,done,round7-subagents,2026-02-17,round7:chunk_007_apps_android_p02
apps/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/values/colors.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/values/strings.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/values/themes.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/xml/backup_rules.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/xml/data_extraction_rules.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/xml/file_paths.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/main/res/xml/network_security_config.xml,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/NodeForegroundServiceTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/WakeWordsTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/gateway/BonjourEscapesTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/node/AppUpdateHandlerTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/node/CanvasControllerSnapshotParamsTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/node/ConnectionManagerTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/node/JpegSizeLimiterTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/node/SmsManagerTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/protocol/OpenClawCanvasA2UIActionTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/protocol/OpenClawProtocolConstantsTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/ui/chat/SessionFiltersTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/voice/TalkDirectiveParserTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/app/src/test/java/ai/openclaw/android/voice/VoiceWakeCommandExtractorTest.kt,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/build.gradle.kts,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/gradle.properties,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/gradle/wrapper/gradle-wrapper.jar,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/gradle/wrapper/gradle-wrapper.properties,done,round7-subagents,2026-02-17,round7:chunk_008_apps_android_p03
apps/android/gradlew,done,round7-subagents,2026-02-17,round7:chunk_009_apps_android_p04
apps/android/gradlew.bat,done,round7-subagents,2026-02-17,round7:chunk_009_apps_android_p04
apps/android/settings.gradle.kts,done,round7-subagents,2026-02-17,round7:chunk_009_apps_android_p04
apps/ios/README.md,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/Contents.json,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-1024.png,done,round9-subagents,2026-02-17,round9:oversize:001
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-20@1x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-20@2x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-20@3x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-29@1x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-29@2x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-29@3x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-40@1x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-40@2x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-40@3x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-60@2x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-60@3x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-76@2x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/AppIcon.appiconset/icon-83.5@2x.png,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Assets.xcassets/Contents.json,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Calendar/CalendarService.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Camera/CameraController.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Capabilities/NodeCapabilityRouter.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Chat/ChatSheet.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Chat/IOSGatewayChatTransport.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Contacts/ContactsService.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Device/DeviceStatusService.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Device/NetworkStatusService.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Device/NodeDisplayName.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/EventKit/EventKitAuthorization.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayConnectConfig.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayConnectionController.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayDiscoveryDebugLogView.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayDiscoveryModel.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayHealthMonitor.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayServiceResolver.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewaySettingsStore.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewaySetupCode.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/GatewayTrustPromptAlert.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/KeychainStore.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Gateway/TCPProbe.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Info.plist,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Location/LocationService.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Media/PhotoLibraryService.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Model/NodeAppModel+Canvas.swift,done,round7-subagents,2026-02-17,round7:chunk_010_apps_ios_p01
apps/ios/Sources/Model/NodeAppModel.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Motion/MotionService.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Onboarding/GatewayOnboardingView.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/OpenClawApp.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Reminders/RemindersService.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/RootCanvas.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/RootTabs.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/RootView.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Screen/ScreenController.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Screen/ScreenRecordService.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Screen/ScreenTab.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Screen/ScreenWebView.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Services/NodeServiceProtocols.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Services/NotificationService.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/SessionKey.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Settings/SettingsNetworkingHelpers.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Settings/SettingsTab.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Settings/VoiceWakeWordsSettingsView.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Status/StatusActivityBuilder.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Status/StatusPill.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Status/VoiceWakeToast.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Voice/TalkModeManager.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Voice/TalkOrbOverlay.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Voice/VoiceTab.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Voice/VoiceWakeManager.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Sources/Voice/VoiceWakePreferences.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Tests/AppCoverageTests.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Tests/CameraControllerClampTests.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
apps/ios/Tests/CameraControllerErrorTests.swift,done,round7-subagents,2026-02-17,round7:chunk_011_apps_ios_p02
